transaction_id,product_id,product_name,category,original_price,price_paid,quantity,timestamp,customer_id,customer_segment,inventory_level_before_sale,competitor_price_avg,holiday_season
TXN_020025,ELF_009,Magic Measuring Tape,Scrolls,22.02,21.54,1,2023-01-24,CUST_0058,Loyal,60,20.07,0
TXN_014721,ELF_007,Moonlight Memory Potion,Tools,28.19,29.24,3,2023-01-24,CUST_2278,Loyal,38,28.74,0
TXN_023606,ELF_021,Dazzling Diamond Tiara,Potions,33.36,33.85,1,2023-01-24,CUST_0397,High-Value,49,32.59,0
TXN_019337,ELF_008,Enchanted Quill,Jewelry,179.93,173.56,1,2023-01-24,CUST_4207,Loyal,56,165.84,0
TXN_005380,ELF_028,Guide to Garden Magic,Jewelry,127.14,128.79,1,2023-01-24,CUST_4258,New,32,134.99,0
TXN_005437,ELF_021,Dazzling Diamond Tiara,Potions,33.36,32.22,2,2023-01-24,CUST_4617,Regular,94,31.62,0
TXN_002923,ELF_034,Dancing Shoes,Scrolls,28.98,27.03,1,2023-01-24,CUST_1056,Regular,88,26.78,0
TXN_023381,ELF_009,Magic Measuring Tape,Scrolls,22.02,21.14,1,2023-01-24,CUST_3508,New,30,19.06,0
TXN_019105,ELF_025,Spell of Prosperity,Enchanted Items,282.43,276.41,1,2023-01-24,CUST_4251,Regular,80,286.02,0
TXN_016168,ELF_008,Enchanted Quill,Jewelry,179.93,167.52,3,2023-01-24,CUST_3362,New,85,169.32,0
TXN_010781,ELF_011,Mystical Chisel,Potions,15.62,15.13,1,2023-01-24,CUST_2289,New,64,15.62,0
TXN_017711,ELF_006,Ruby Restoration Tonic,Potions,19.68,18.7,2,2023-01-25,CUST_3045,New,28,18.19,0
TXN_023052,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,152.1,1,2023-01-25,CUST_4193,Regular,27,152.83,0
TXN_023101,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,18.53,3,2023-01-25,CUST_0986,Regular,28,18.42,0
TXN_001862,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,253.94,1,2023-01-25,CUST_3110,High-Value,9,241.79,0
TXN_011908,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,200.82,1,2023-01-25,CUST_3070,High-Value,6,185.14,0
TXN_021978,ELF_018,Radiant Ruby Earrings,Jewelry,128.71,127.34,1,2023-01-25,CUST_1969,Regular,80,120.34,0
TXN_003331,ELF_001,Shimmering Health Potion,Potions,26.24,25.81,1,2023-01-25,CUST_1772,High-Value,50,26.93,0
TXN_008544,ELF_033,Singing Crystal,Jewelry,59.76,73.05,1,2023-01-25,CUST_3038,Regular,4,79.23,0
TXN_018780,ELF_029,Tome of Trading Secrets,Scrolls,21.85,22.9,1,2023-01-25,CUST_4280,High-Value,73,23.57,0
TXN_016360,ELF_011,Mystical Chisel,Potions,15.62,15.04,1,2023-01-25,CUST_4862,Loyal,43,14.97,0
TXN_020847,ELF_006,Ruby Restoration Tonic,Potions,19.68,20.28,3,2023-01-25,CUST_3895,Regular,21,21.28,0
TXN_000287,ELF_022,Enchanted Gold Amulet,Tools,32.67,31.66,1,2023-01-25,CUST_3015,Regular,34,28.73,0
TXN_002174,ELF_030,Magic Mirror,Enchanted Items,118.58,113.43,1,2023-01-25,CUST_4011,Regular,36,114.55,0
TXN_009132,ELF_012,Starlight Saw,Tools,78.35,75.89,1,2023-01-25,CUST_0638,Loyal,13,71.18,0
TXN_019726,ELF_031,Flying Carpet (Small),Potions,33.23,41.17,1,2023-01-25,CUST_2223,Loyal,8,39.55,0
TXN_011341,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,223.87,1,2023-01-25,CUST_0142,Loyal,34,214.34,0
TXN_003529,ELF_011,Mystical Chisel,Potions,15.62,16.25,2,2023-01-25,CUST_4994,High-Value,20,17.34,0
TXN_006382,ELF_028,Guide to Garden Magic,Jewelry,127.14,142.52,1,2023-01-25,CUST_4359,Loyal,1,147.62,0
TXN_016263,ELF_033,Singing Crystal,Jewelry,59.76,61.93,1,2023-01-25,CUST_1591,Loyal,31,66.2,0
TXN_011988,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,193.44,1,2023-01-25,CUST_4420,New,8,205.0,0
TXN_015270,ELF_028,Guide to Garden Magic,Jewelry,127.14,121.2,1,2023-01-25,CUST_4016,Loyal,52,122.57,0
TXN_019408,ELF_021,Dazzling Diamond Tiara,Potions,33.36,33.17,3,2023-01-25,CUST_3626,High-Value,74,32.49,0
TXN_022044,ELF_021,Dazzling Diamond Tiara,Potions,33.36,38.3,1,2023-01-25,CUST_1259,Regular,2,40.39,0
TXN_012668,ELF_021,Dazzling Diamond Tiara,Potions,33.36,32.26,1,2023-01-25,CUST_4497,New,88,34.49,0
TXN_020354,ELF_008,Enchanted Quill,Jewelry,179.93,157.88,1,2023-01-25,CUST_4134,New,97,157.48,0
TXN_024296,ELF_001,Shimmering Health Potion,Potions,26.24,25.92,1,2023-01-25,CUST_1848,High-Value,21,23.8,0
TXN_010683,ELF_002,Mystic Mana Elixir,Tools,77.29,80.71,2,2023-01-25,CUST_1230,High-Value,67,80.04,0
TXN_024482,ELF_012,Starlight Saw,Tools,78.35,72.43,1,2023-01-25,CUST_1959,Regular,83,74.74,0
TXN_020158,ELF_032,Wishing Well Water,Tools,34.38,41.89,2,2023-01-25,CUST_4992,Loyal,8,40.15,0
TXN_014505,ELF_025,Spell of Prosperity,Enchanted Items,282.43,280.89,1,2023-01-25,CUST_3561,Regular,55,297.98,0
TXN_005535,ELF_010,Glowing Hammer,Enchanted Items,383.23,373.51,2,2023-01-25,CUST_4632,Regular,44,405.86,0
TXN_002978,ELF_010,Glowing Hammer,Enchanted Items,383.23,378.94,1,2023-01-25,CUST_0353,New,50,348.3,0
TXN_022274,ELF_032,Wishing Well Water,Tools,34.38,30.55,1,2023-01-25,CUST_0757,New,81,27.97,0
TXN_020135,ELF_010,Glowing Hammer,Enchanted Items,383.23,444.62,1,2023-01-25,CUST_2905,High-Value,2,418.28,0
TXN_013019,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,17.02,2,2023-01-25,CUST_2159,Regular,78,16.13,0
TXN_010971,ELF_022,Enchanted Gold Amulet,Tools,32.67,39.63,1,2023-01-25,CUST_2589,New,5,38.05,0
TXN_023947,ELF_030,Magic Mirror,Enchanted Items,118.58,149.58,1,2023-01-25,CUST_2727,Loyal,3,162.89,0
TXN_014709,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,182.99,1,2023-01-25,CUST_4483,New,6,169.6,0
TXN_009715,ELF_008,Enchanted Quill,Jewelry,179.93,176.22,2,2023-01-25,CUST_2758,Regular,17,159.29,0
TXN_008167,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,198.09,1,2023-01-25,CUST_4351,Loyal,9,208.33,0
TXN_014576,ELF_010,Glowing Hammer,Enchanted Items,383.23,397.77,3,2023-01-25,CUST_2894,High-Value,35,402.21,0
TXN_008236,ELF_026,Map of Hidden Treasures,Potions,38.56,44.8,1,2023-01-25,CUST_1941,Regular,7,44.45,0
TXN_019262,ELF_033,Singing Crystal,Jewelry,59.76,61.39,2,2023-01-25,CUST_1969,New,21,64.35,0
TXN_019539,ELF_031,Flying Carpet (Small),Potions,33.23,32.27,2,2023-01-25,CUST_0221,New,65,32.7,0
TXN_016011,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,218.08,3,2023-01-25,CUST_3705,New,27,235.27,0
TXN_021752,ELF_004,Golden Healing Draught,Scrolls,21.97,20.45,1,2023-01-25,CUST_0780,Loyal,91,21.39,0
TXN_023704,ELF_021,Dazzling Diamond Tiara,Potions,33.36,39.95,3,2023-01-25,CUST_4619,Regular,5,36.05,0
TXN_010244,ELF_017,Sparkling Silver Necklace,Tools,41.73,41.19,1,2023-01-25,CUST_0822,High-Value,65,41.46,0
TXN_004453,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,144.76,1,2023-01-25,CUST_2749,Loyal,90,157.05,0
TXN_001148,ELF_010,Glowing Hammer,Enchanted Items,383.23,389.43,1,2023-01-25,CUST_1363,Loyal,45,388.18,0
TXN_007428,ELF_017,Sparkling Silver Necklace,Tools,41.73,52.94,1,2023-01-25,CUST_1756,Regular,0,48.72,0
TXN_015856,ELF_026,Map of Hidden Treasures,Potions,38.56,37.8,1,2023-01-25,CUST_0190,Loyal,37,40.8,0
TXN_013751,ELF_027,Recipe for Happiness,Tools,35.98,33.45,2,2023-01-25,CUST_0274,Regular,85,33.11,0
TXN_020377,ELF_002,Mystic Mana Elixir,Tools,77.29,80.32,1,2023-01-25,CUST_4551,Loyal,26,74.6,0
TXN_021089,ELF_021,Dazzling Diamond Tiara,Potions,33.36,33.26,1,2023-01-25,CUST_1579,New,38,36.2,0
TXN_016691,ELF_025,Spell of Prosperity,Enchanted Items,282.43,315.37,1,2023-01-25,CUST_4330,New,9,339.08,0
TXN_002762,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,164.44,1,2023-01-25,CUST_4478,Regular,35,171.97,0
TXN_005450,ELF_015,Luminous Lantern,Enchanted Items,172.73,178.22,1,2023-01-25,CUST_3980,High-Value,27,179.8,0
TXN_018286,ELF_015,Luminous Lantern,Enchanted Items,172.73,177.06,1,2023-01-25,CUST_4749,Loyal,28,173.4,0
TXN_023291,ELF_017,Sparkling Silver Necklace,Tools,41.73,42.15,1,2023-01-25,CUST_0646,Regular,10,40.79,0
TXN_016694,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,19.23,2,2023-01-25,CUST_0724,Regular,63,18.57,0
TXN_020919,ELF_034,Dancing Shoes,Scrolls,28.98,26.9,1,2023-01-25,CUST_3300,High-Value,93,25.47,0
TXN_001366,ELF_008,Enchanted Quill,Jewelry,179.93,176.46,1,2023-01-25,CUST_0043,Regular,57,178.1,0
TXN_012747,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,157.15,1,2023-01-25,CUST_1129,High-Value,25,153.83,0
TXN_001879,ELF_025,Spell of Prosperity,Enchanted Items,282.43,251.95,3,2023-01-26,CUST_1589,High-Value,93,260.86,0
TXN_008676,ELF_028,Guide to Garden Magic,Jewelry,127.14,127.93,2,2023-01-26,CUST_4436,Loyal,77,115.29,0
TXN_006758,ELF_009,Magic Measuring Tape,Scrolls,22.02,21.91,2,2023-01-26,CUST_1545,New,24,23.64,0
TXN_016890,ELF_023,Celestial Crystal Crown,Jewelry,93.82,91.67,1,2023-01-26,CUST_2746,Regular,60,87.75,0
TXN_010419,ELF_034,Dancing Shoes,Scrolls,28.98,28.47,2,2023-01-26,CUST_4960,Regular,68,30.47,0
TXN_016008,ELF_017,Sparkling Silver Necklace,Tools,41.73,41.77,1,2023-01-26,CUST_4932,Regular,35,42.8,0
TXN_023166,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,19.08,1,2023-01-26,CUST_0953,High-Value,73,18.12,0
TXN_022299,ELF_017,Sparkling Silver Necklace,Tools,41.73,40.74,2,2023-01-26,CUST_2591,Regular,79,42.11,0
TXN_014555,ELF_033,Singing Crystal,Jewelry,59.76,62.34,2,2023-01-26,CUST_0084,New,70,64.92,0
TXN_020568,ELF_004,Golden Healing Draught,Scrolls,21.97,26.46,1,2023-01-26,CUST_2301,Regular,8,25.15,0
TXN_001850,ELF_032,Wishing Well Water,Tools,34.38,35.04,1,2023-01-26,CUST_2249,Regular,63,36.67,0
TXN_023049,ELF_026,Map of Hidden Treasures,Potions,38.56,38.56,1,2023-01-26,CUST_1336,Loyal,30,37.79,0
TXN_000324,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,18.43,2,2023-01-26,CUST_3426,Loyal,49,17.65,0
TXN_018612,ELF_004,Golden Healing Draught,Scrolls,21.97,22.85,2,2023-01-26,CUST_2671,New,37,21.87,0
TXN_021616,ELF_014,Crystalline Compass,Scrolls,14.25,13.16,2,2023-01-26,CUST_2505,New,84,13.64,0
TXN_002294,ELF_029,Tome of Trading Secrets,Scrolls,21.85,21.85,1,2023-01-26,CUST_1685,Regular,56,22.84,0
TXN_006637,ELF_001,Shimmering Health Potion,Potions,26.24,26.0,2,2023-01-26,CUST_1862,New,71,25.53,0
TXN_013871,ELF_025,Spell of Prosperity,Enchanted Items,282.43,269.07,2,2023-01-26,CUST_4925,Loyal,52,257.89,0
TXN_007995,ELF_010,Glowing Hammer,Enchanted Items,383.23,386.51,2,2023-01-26,CUST_0152,Regular,80,371.17,0
TXN_013108,ELF_014,Crystalline Compass,Scrolls,14.25,13.62,3,2023-01-26,CUST_3240,New,87,14.44,0
TXN_020706,ELF_011,Mystical Chisel,Potions,15.62,16.15,2,2023-01-26,CUST_4337,High-Value,54,17.76,0
TXN_000915,ELF_026,Map of Hidden Treasures,Potions,38.56,39.59,2,2023-01-26,CUST_4713,New,57,38.93,0
TXN_011468,ELF_028,Guide to Garden Magic,Jewelry,127.14,130.29,3,2023-01-26,CUST_2113,New,34,141.42,0
TXN_006455,ELF_015,Luminous Lantern,Enchanted Items,172.73,163.03,3,2023-01-26,CUST_1303,Regular,85,156.28,0
TXN_016739,ELF_010,Glowing Hammer,Enchanted Items,383.23,367.96,3,2023-01-26,CUST_1592,High-Value,68,394.5,0
TXN_021770,ELF_021,Dazzling Diamond Tiara,Potions,33.36,31.7,1,2023-01-26,CUST_3613,Loyal,24,34.41,0
TXN_006526,ELF_032,Wishing Well Water,Tools,34.38,35.81,1,2023-01-26,CUST_4918,Loyal,35,35.01,0
TXN_021251,ELF_029,Tome of Trading Secrets,Scrolls,21.85,21.18,1,2023-01-26,CUST_3780,Regular,47,19.86,0
TXN_011849,ELF_002,Mystic Mana Elixir,Tools,77.29,70.51,2,2023-01-26,CUST_3012,Loyal,98,71.19,0
TXN_017459,ELF_031,Flying Carpet (Small),Potions,33.23,29.79,1,2023-01-26,CUST_4808,New,88,31.37,0
TXN_001908,ELF_017,Sparkling Silver Necklace,Tools,41.73,43.26,1,2023-01-26,CUST_2321,Loyal,17,45.06,0
TXN_022222,ELF_031,Flying Carpet (Small),Potions,33.23,30.84,1,2023-01-26,CUST_1077,Regular,94,32.15,0
TXN_008853,ELF_012,Starlight Saw,Tools,78.35,79.55,1,2023-01-26,CUST_2987,New,18,78.26,0
TXN_006930,ELF_034,Dancing Shoes,Scrolls,28.98,30.0,1,2023-01-26,CUST_0167,Loyal,68,27.93,0
TXN_016931,ELF_007,Moonlight Memory Potion,Tools,28.19,33.94,1,2023-01-26,CUST_2795,High-Value,7,32.43,0
TXN_001009,ELF_009,Magic Measuring Tape,Scrolls,22.02,27.19,1,2023-01-26,CUST_0414,New,3,28.86,0
TXN_023283,ELF_032,Wishing Well Water,Tools,34.38,32.28,2,2023-01-26,CUST_3742,Loyal,99,30.27,0
TXN_019347,ELF_013,Ethereal Axe,Jewelry,174.87,183.3,1,2023-01-26,CUST_3716,New,26,193.98,0
TXN_004690,ELF_025,Spell of Prosperity,Enchanted Items,282.43,273.17,3,2023-01-26,CUST_1707,High-Value,69,268.84,0
TXN_016666,ELF_011,Mystical Chisel,Potions,15.62,15.2,1,2023-01-26,CUST_4091,High-Value,95,15.62,0
TXN_008777,ELF_004,Golden Healing Draught,Scrolls,21.97,22.03,2,2023-01-26,CUST_2134,High-Value,19,22.8,0
TXN_004318,ELF_013,Ethereal Axe,Jewelry,174.87,170.83,1,2023-01-26,CUST_3637,New,51,187.87,0
TXN_008922,ELF_015,Luminous Lantern,Enchanted Items,172.73,169.54,2,2023-01-26,CUST_1030,Regular,77,155.66,0
TXN_011939,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,16.46,1,2023-01-26,CUST_2306,New,40,17.85,0
TXN_006183,ELF_006,Ruby Restoration Tonic,Potions,19.68,18.93,2,2023-01-26,CUST_3803,Loyal,35,17.66,0
TXN_024842,ELF_027,Recipe for Happiness,Tools,35.98,35.66,1,2023-01-26,CUST_4925,Loyal,20,38.18,0
TXN_012617,ELF_033,Singing Crystal,Jewelry,59.76,69.81,2,2023-01-26,CUST_0454,Loyal,1,67.13,0
TXN_019499,ELF_011,Mystical Chisel,Potions,15.62,16.19,2,2023-01-26,CUST_3591,Regular,45,16.59,0
TXN_012641,ELF_001,Shimmering Health Potion,Potions,26.24,26.84,2,2023-01-26,CUST_0398,Loyal,54,27.84,0
TXN_018799,ELF_016,Glimmering Gem Ring,Potions,20.5,20.7,1,2023-01-26,CUST_2696,New,10,22.25,0
TXN_000354,ELF_034,Dancing Shoes,Scrolls,28.98,29.85,2,2023-01-26,CUST_0431,New,28,32.82,0
TXN_011223,ELF_023,Celestial Crystal Crown,Jewelry,93.82,94.12,2,2023-01-26,CUST_0754,Regular,12,88.16,0
TXN_008358,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,18.18,2,2023-01-26,CUST_1306,High-Value,60,18.3,0
TXN_000891,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,17.65,2,2023-01-26,CUST_0581,New,28,16.74,0
TXN_021035,ELF_028,Guide to Garden Magic,Jewelry,127.14,124.98,1,2023-01-26,CUST_1581,Loyal,51,118.27,0
TXN_007774,ELF_007,Moonlight Memory Potion,Tools,28.19,29.15,3,2023-01-26,CUST_2243,Loyal,51,31.04,0
TXN_010653,ELF_031,Flying Carpet (Small),Potions,33.23,30.26,1,2023-01-26,CUST_0642,New,90,29.19,0
TXN_013537,ELF_027,Recipe for Happiness,Tools,35.98,33.32,2,2023-01-26,CUST_1902,High-Value,89,36.04,0
TXN_012434,ELF_012,Starlight Saw,Tools,78.35,74.12,1,2023-01-26,CUST_3499,High-Value,90,67.18,0
TXN_011282,ELF_034,Dancing Shoes,Scrolls,28.98,27.98,1,2023-01-26,CUST_4480,High-Value,55,26.15,0
TXN_005203,ELF_002,Mystic Mana Elixir,Tools,77.29,75.14,1,2023-01-26,CUST_2352,New,92,80.19,0
TXN_005254,ELF_014,Crystalline Compass,Scrolls,14.25,14.49,1,2023-01-26,CUST_4207,New,76,15.63,0
TXN_004026,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,205.75,2,2023-01-26,CUST_3364,New,62,205.56,0
TXN_004624,ELF_008,Enchanted Quill,Jewelry,179.93,181.39,1,2023-01-26,CUST_4807,New,42,198.03,0
TXN_008480,ELF_021,Dazzling Diamond Tiara,Potions,33.36,33.73,1,2023-01-26,CUST_3964,New,72,34.86,0
TXN_003554,ELF_032,Wishing Well Water,Tools,34.38,35.62,2,2023-01-26,CUST_1848,Loyal,37,35.43,0
TXN_011010,ELF_010,Glowing Hammer,Enchanted Items,383.23,387.13,1,2023-01-26,CUST_0830,Regular,15,400.67,0
TXN_000596,ELF_026,Map of Hidden Treasures,Potions,38.56,38.05,1,2023-01-26,CUST_4022,Loyal,73,37.4,0
TXN_024872,ELF_022,Enchanted Gold Amulet,Tools,32.67,31.94,1,2023-01-26,CUST_0431,High-Value,80,31.56,0
TXN_009717,ELF_010,Glowing Hammer,Enchanted Items,383.23,397.11,1,2023-01-26,CUST_4596,Loyal,57,422.56,0
TXN_002495,ELF_006,Ruby Restoration Tonic,Potions,19.68,19.16,1,2023-01-26,CUST_4337,Loyal,49,18.81,0
TXN_019473,ELF_022,Enchanted Gold Amulet,Tools,32.67,33.25,1,2023-01-26,CUST_4305,High-Value,54,35.62,0
TXN_009691,ELF_012,Starlight Saw,Tools,78.35,78.71,1,2023-01-26,CUST_0516,Loyal,75,77.84,0
TXN_003289,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,156.67,1,2023-01-26,CUST_2804,Regular,80,146.92,0
TXN_012584,ELF_012,Starlight Saw,Tools,78.35,75.36,3,2023-01-26,CUST_3883,New,60,76.25,0
TXN_018161,ELF_027,Recipe for Happiness,Tools,35.98,31.49,2,2023-01-27,CUST_3215,Regular,90,29.73,0
TXN_000215,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,18.97,1,2023-01-27,CUST_0849,Loyal,76,20.07,0
TXN_004166,ELF_026,Map of Hidden Treasures,Potions,38.56,40.16,1,2023-01-27,CUST_3243,Loyal,30,43.92,0
TXN_022370,ELF_005,Emerald Energy Potion,Enchanted Items,162.41,156.17,2,2023-01-27,CUST_4442,Loyal,97,155.22,0
TXN_013851,ELF_006,Ruby Restoration Tonic,Potions,19.68,20.36,2,2023-01-27,CUST_3780,Loyal,51,19.27,0
TXN_001684,ELF_025,Spell of Prosperity,Enchanted Items,282.43,272.04,1,2023-01-27,CUST_1896,Loyal,52,255.54,0
TXN_010820,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,226.65,1,2023-01-27,CUST_4342,Loyal,27,205.45,0
TXN_010083,ELF_003,Sparkling Stamina Brew,Jewelry,159.8,157.3,3,2023-01-27,CUST_4917,New,59,154.1,0
TXN_018410,ELF_001,Shimmering Health Potion,Potions,26.24,25.71,1,2023-01-27,CUST_4414,Regular,75,24.91,0
TXN_013599,ELF_001,Shimmering Health Potion,Potions,26.24,31.35,1,2023-01-27,CUST_2695,Regular,8,33.25,0
TXN_010224,ELF_008,Enchanted Quill,Jewelry,179.93,188.29,1,2023-01-27,CUST_2069,Loyal,20,170.51,0
TXN_006267,ELF_032,Wishing Well Water,Tools,34.38,34.54,2,2023-01-27,CUST_0615,New,62,36.11,0
TXN_000129,ELF_017,Sparkling Silver Necklace,Tools,41.73,42.04,1,2023-01-27,CUST_0536,Regular,61,43.15,0
TXN_010200,ELF_031,Flying Carpet (Small),Potions,33.23,31.75,3,2023-01-27,CUST_1738,New,43,29.34,0
TXN_007661,ELF_001,Shimmering Health Potion,Potions,26.24,26.72,1,2023-01-27,CUST_4423,High-Value,55,27.78,0
TXN_019570,ELF_014,Crystalline Compass,Scrolls,14.25,14.57,1,2023-01-27,CUST_1876,Loyal,12,15.95,0
TXN_018330,ELF_002,Mystic Mana Elixir,Tools,77.29,79.38,1,2023-01-27,CUST_4850,New,22,75.24,0
TXN_010615,ELF_033,Singing Crystal,Jewelry,59.76,76.12,1,2023-01-27,CUST_3563,Regular,9,74.91,0
TXN_017674,ELF_033,Singing Crystal,Jewelry,59.76,61.54,3,2023-01-27,CUST_3540,High-Value,68,62.42,0
TXN_001660,ELF_028,Guide to Garden Magic,Jewelry,127.14,122.34,1,2023-01-27,CUST_3058,New,63,125.64,0
TXN_014491,ELF_030,Magic Mirror,Enchanted Items,118.58,115.0,1,2023-01-27,CUST_0976,Regular,71,119.97,0
TXN_013486,ELF_034,Dancing Shoes,Scrolls,28.98,27.9,2,2023-01-27,CUST_0821,Regular,63,25.45,0
TXN_001614,ELF_008,Enchanted Quill,Jewelry,179.93,186.75,2,2023-01-27,CUST_4862,Regular,65,195.17,0
TXN_020115,ELF_012,Starlight Saw,Tools,78.35,82.08,1,2023-01-27,CUST_4848,New,55,87.84,0
TXN_011735,ELF_022,Enchanted Gold Amulet,Tools,32.67,32.11,2,2023-01-27,CUST_3581,High-Value,68,32.15,0
TXN_015272,ELF_006,Ruby Restoration Tonic,Potions,19.68,18.7,2,2023-01-27,CUST_4767,Regular,63,18.47,0
TXN_009976,ELF_029,Tome of Trading Secrets,Scrolls,21.85,21.56,2,2023-01-27,CUST_4462,High-Value,31,21.81,0
TXN_018507,ELF_019,Mystical Moonstone Bracelet,Scrolls,18.64,18.92,3,2023-01-27,CUST_4732,Loyal,57,20.14,0
TXN_021639,ELF_006,Ruby Restoration Tonic,Potions,19.68,19.97,1,2023-01-27,CUST_4748,Regular,11,20.57,0
TXN_011713,ELF_021,Dazzling Diamond Tiara,Potions,33.36,34.88,1,2023-01-27,CUST_3804,New,48,32.36,0
TXN_012301,ELF_007,Moonlight Memory Potion,Tools,28.19,29.19,1,2023-01-27,CUST_3982,New,68,27.63,0
TXN_016322,ELF_031,Flying Carpet (Small),Potions,33.23,34.39,2,2023-01-27,CUST_1963,Regular,31,32.71,0
TXN_002796,ELF_009,Magic Measuring Tape,Scrolls,22.02,26.84,1,2023-01-27,CUST_4820,New,8,24.38,0
TXN_010589,ELF_020,Ethereal Emerald Pendant,Enchanted Items,216.49,215.5,1,2023-01-27,CUST_2803,Regular,62,229.72,0
TXN_021949,ELF_018,Radiant Ruby Earrings,Jewelry,128.71,131.14,2,2023-01-27,CUST_0932,Loyal,79,133.7,0
TXN_006419,ELF_031,Flying Carpet (Small),Potions,33.23,31.6,1,2023-01-27,CUST_1909,Regular,79,30.78,0
TXN_012556,ELF_030,Magic Mirror,Enchanted Items,118.58,119.77,1,2023-01-27,CUST_3796,New,27,129.99,0
TXN_015702,ELF_013,Ethereal Axe,Jewelry,174.87,169.15,1,2023-01-27,CUST_3468,High-Value,69,175.06,0
TXN_020827,ELF_024,Ancient Wisdom Scroll,Scrolls,17.33,17.95,1,2023-01-27,CUST_3197,Regular,54,17.65,0
TXN_000401,ELF_018,Radiant Ruby Earrings,Jewelry,128.71,123.14,2,2023-01-27,CUST_4940,New,48,125.16,0
TXN_016258,ELF_010,Glowing Hammer,Enchanted Items,383.23,398.66,1,2023-01-27,CUST_2230,Loyal,19,389.15,0
TXN_013083,ELF_017,Sparkling Silver Necklace,Tools,41.73,36.58,2,2023-01-27,CUST_4741,New,84,35.14,0
TXN_016068,ELF_031,Flying Carpet (Small),Potions,33.23,31.85,1,2023-01-27,CUST_1535,Regular,32,31.07,0
TXN_002550,ELF_015,Luminous Lantern,Enchanted Items,172.73,168.14,1,2023-01-27,CUST_1795,Loyal,61,153.0,0
TXN_014275,ELF_021,Dazzling Diamond Tiara,Potions,33.36,31.79,2,2023-01-27,CUST_0015,Loyal,42,29.56,0
TXN_007288,ELF_033,Singing Crystal,Jewelry,59.76,56.87,1,2023-01-27,CUST_4079,New,57,56.83,0
TXN_010146,ELF_011,Mystical Chisel,Potions,15.62,15.99,2,2023-01-27,CUST_1825,New,41,15.27,0
TXN_014769,ELF_016,Glimmering Gem Ring,Potions,20.5,19.49,1,2023-01-27,CUST_4049,High-Value,99,18.33,0
TXN_002928,ELF_028,Guide to Garden Magic,Jewelry,127.14,130.64,1,2023-01-27,CUST_3574,New,65,132.49,0
TXN_002540,ELF_021,Dazzling Diamond Tiara,Potions,33.36,34.47,1,2023-01-27,CUST_1162,High-Value,70,33.07,0
TXN_008113,ELF_026,Map of Hidden Treasures,Potions,38.56,48.21,1,2023-01-27,CUST_3536,Regular,0,44.58,0
TXN_007003,ELF_034,Dancing Shoes,Scrolls,28.98,26.81,1,2023-01-27,CUST_0898,Regular,95,27.92,0
TXN_014100,ELF_013,Ethereal Axe,Jewelry,174.87,197.67,2,2023-01-27,CUST_3105,High-Value,3,204.75,0
TXN_008507,ELF_010,Glowing Hammer,Enchanted Items,383.23,500.68,1,2023-01-27,CUST_1887,Regular,8,548.37,0
TXN_010984,ELF_015,Luminous Lantern,Enchanted Items,172.73,177.97,2,2023-01-27,CUST_3525,Regular,37,175.22,0
TXN_016237,ELF_016,Glimmering Gem Ring,Potions,20.5,20.78,2,2023-01-27,CUST_1480,Loyal,56,22.36,0
TXN_000223,ELF_010,Glowing Hammer,Enchanted Items,383.23,398.44,2,2023-01-27,CUST_0408,New,20,364.99,0
TXN_008080,ELF_025,Spell of Prosperity,Enchanted Items,282.43,289.14,1,2023-01-27,CUST_0529,High-Value,63,269.35,0
TXN_022364,ELF_034,Dancing Shoes,Scrolls,28.98,27.77,1,2023-01-27,CUST_0334,Loyal,62,28.21,0
TXN_011492,ELF_014,Crystalline Compass,Scrolls,14.25,13.63,2,2023-01-27,CUST_4028,Regular,10,14.24,0
TXN_020851,ELF_025,Spell of Prosperity,Enchanted Items,282.43,327.74,1,2023-01-27,CUST_1022,Loyal,1,313.63,0
TXN_008253,ELF_013,Ethereal Axe,Jewelry,174.87,171.14,1,2023-01-27,CUST_0736,Regular,44,170.35,0
TXN_007116,ELF_007,Moonlight Memory Potion,Tools,28.19,28.82,2,2023-01-27,CUST_0504,High-Value,10,29.44,0
